,loss_train,loss_val,time_forecast
0,0.7689647674560547,0.6106135845184326,1.0
1,0.6597911715507507,0.7180624008178711,1.0
2,0.6405819058418274,0.6399316191673279,1.0
3,0.6193926930427551,0.6667200922966003,1.0
4,0.5579429864883423,0.7973986268043518,1.0
5,0.5407375693321228,0.6960912346839905,1.0
6,0.6000474095344543,0.6692889928817749,1.0
7,0.5974664688110352,0.6134796142578125,1.0
8,0.6502766013145447,0.691924512386322,1.0
9,0.598773181438446,0.5999826788902283,1.0
10,0.6630852222442627,0.6247166395187378,1.0
11,0.6569720506668091,0.6860211491584778,1.0
12,0.5996403694152832,0.672151505947113,1.0
13,0.5194132328033447,0.6726970076560974,1.0
14,0.6057308316230774,0.7223257422447205,1.0
15,0.5624728798866272,0.6105718016624451,1.0
16,0.5732030272483826,0.6167815327644348,1.0
17,0.7326053380966187,0.7159437537193298,1.0
18,0.6864394545555115,0.769729495048523,1.0
19,0.661226749420166,0.6598663926124573,1.0
20,0.5977429747581482,0.6820001006126404,1.0
21,0.6446454524993896,0.6334269642829895,1.0
22,0.6194013357162476,0.6914923191070557,1.0
23,0.5642776489257812,0.5959658622741699,1.0
24,0.6760429739952087,0.6387381553649902,1.0
25,0.7104970216751099,0.6684792041778564,1.0
26,0.674858033657074,0.6535282135009766,1.0
27,0.6229916214942932,0.7187426686286926,1.0
28,0.7146596908569336,0.6466049551963806,1.0
29,0.5822469592094421,0.652313232421875,1.0
30,0.658836305141449,0.6727989315986633,1.0
31,0.6076102256774902,0.6785920858383179,1.0
32,0.5895468592643738,0.601476788520813,1.0
33,0.6535052061080933,0.6274788975715637,1.0
34,0.5572121739387512,0.5942376852035522,1.0
35,0.5177211761474609,0.6087895631790161,1.0
36,0.5597724914550781,0.6463916301727295,1.0
37,0.6081235408782959,0.5750448703765869,1.0
38,0.6823278069496155,0.7122483849525452,1.0
39,0.6963046193122864,0.5899795293807983,1.0
40,0.660663366317749,0.7024543881416321,1.0
41,0.61872798204422,0.6246344447135925,1.0
42,0.5822275280952454,0.6326475143432617,1.0
43,0.5869312882423401,0.6186515092849731,1.0
44,0.6171063184738159,0.667783260345459,1.0
45,0.5239520072937012,0.6450725793838501,1.0
46,0.64286869764328,0.7371962666511536,1.0
47,0.5860813856124878,0.6762552261352539,1.0
48,0.6143963932991028,0.6471143960952759,1.0
49,0.5910458564758301,0.5770857334136963,1.0
50,0.6477888226509094,0.6959695219993591,1.0
51,0.6062243580818176,0.6332045197486877,1.0
52,0.6587674021720886,0.6175163984298706,1.0
53,0.7175272107124329,0.7908273339271545,1.0
54,0.6074125170707703,0.6846984624862671,1.0
55,0.7604217529296875,0.619512140750885,1.0
56,0.6291273832321167,0.6973279714584351,1.0
57,0.7131721377372742,0.6560722589492798,1.0
58,0.6939389705657959,0.6511864066123962,1.0
59,0.6700149774551392,0.5822880864143372,1.0
60,0.6670166850090027,0.6761050224304199,1.0
