,loss_train,loss_val,time_forecast
0,1.0876942873001099,1.099704623222351,1.0
1,1.0427788496017456,1.0989303588867188,1.0
2,1.0785168409347534,1.0944898128509521,1.0
3,1.063118577003479,1.1064292192459106,1.0
4,0.9457253813743591,1.1050204038619995,1.0
5,0.9712694883346558,1.1060349941253662,1.0
6,0.9608672261238098,1.0965946912765503,1.0
7,0.9583636522293091,1.0976645946502686,1.0
8,0.8769988417625427,1.0940841436386108,1.0
9,0.954561173915863,1.100943922996521,1.0
10,0.9595938920974731,1.1037346124649048,1.0
11,0.9498270750045776,1.0991705656051636,1.0
12,0.847267746925354,1.091770887374878,1.0
13,0.9769933819770813,1.096153974533081,1.0
14,0.9030382633209229,1.113200068473816,1.0
15,0.895758867263794,1.0897202491760254,1.0
16,0.9191449284553528,1.0856043100357056,1.0
17,0.9862709045410156,1.0869823694229126,1.0
18,0.8503095507621765,1.0753787755966187,1.0
19,0.913009762763977,1.0810675621032715,1.0
20,0.8343766927719116,1.0665130615234375,1.0
21,0.8222285509109497,1.0553393363952637,1.0
22,0.8120458126068115,1.0483202934265137,1.0
23,0.829334020614624,1.0780893564224243,1.0
24,0.8335570096969604,1.003799557685852,1.0
25,0.8585725426673889,0.9779573082923889,1.0
26,0.8637504577636719,0.9344654083251953,1.0
27,0.8462517857551575,0.9252564311027527,1.0
28,0.8329471349716187,0.8783083558082581,1.0
29,0.7846746444702148,0.8502404093742371,1.0
30,0.8439988493919373,0.8029239773750305,1.0
31,0.7880107760429382,0.7562984228134155,1.0
32,0.8266794085502625,0.8917168974876404,1.0
33,0.931273877620697,0.7967216968536377,1.0
34,0.9447717666625977,0.7738073468208313,1.0
35,0.7625652551651001,0.8710913062095642,1.0
36,0.8104216456413269,0.7652989625930786,1.0
37,0.7883668541908264,0.8111209273338318,1.0
38,0.7716743350028992,0.799667239189148,1.0
39,0.7897440195083618,0.7335078120231628,1.0
40,0.7754625082015991,0.6305528283119202,1.0
41,0.7021905183792114,0.642031729221344,1.0
42,0.7170900702476501,0.7757880687713623,1.0
43,0.7328013777732849,1.0334943532943726,1.0
44,0.7460283041000366,0.7509335279464722,1.0
45,0.690472424030304,0.6439689993858337,1.0
46,0.7577158808708191,0.7766126990318298,1.0
47,0.6516631245613098,0.7773417234420776,1.0
48,0.7551336288452148,0.6394528150558472,1.0
49,0.7010756731033325,0.5844113230705261,1.0
50,0.7281737327575684,0.5762707591056824,1.0
51,0.7066038250923157,0.6227357387542725,1.0
52,0.6285253763198853,0.6616721153259277,1.0
53,0.7380630373954773,0.5689185857772827,1.0
54,0.7071024775505066,0.6921141743659973,1.0
55,0.6683413982391357,1.267907738685608,1.0
56,0.709427535533905,1.3497978448867798,1.0
57,0.8290141224861145,0.7032237648963928,1.0
58,0.5929037928581238,0.7755382061004639,1.0
59,0.8017087578773499,0.8471887111663818,1.0
60,0.7357763648033142,0.8076210021972656,1.0
61,0.7049393653869629,0.6890628933906555,1.0
62,0.5993136763572693,0.6286137700080872,1.0
63,0.6237656474113464,1.8602681159973145,1.0
64,0.6629142761230469,0.7332977652549744,1.0
65,0.7090661525726318,0.7944633364677429,1.0
66,0.6810182332992554,0.7673352360725403,1.0
67,0.742531955242157,0.5909485220909119,1.0
68,0.6321897506713867,0.5354362726211548,1.0
69,0.6573640704154968,0.7518489956855774,1.0
70,0.662933349609375,0.6629141569137573,1.0
71,0.7116816639900208,0.7069673538208008,1.0
72,0.6394852995872498,0.6784095764160156,1.0
73,0.6902774572372437,0.6092292070388794,1.0
74,0.6754968166351318,0.5530377626419067,1.0
75,0.6720258593559265,0.6050019860267639,1.0
76,0.5780595541000366,0.7210822105407715,1.0
77,0.600616991519928,0.930260956287384,1.0
78,0.6458638310432434,0.5829863548278809,1.0
79,0.6165422797203064,0.8252003788948059,1.0
80,0.6386299133300781,0.6620282530784607,1.0
81,0.666558563709259,0.45832738280296326,1.0
82,0.6196852326393127,0.6024004220962524,1.0
83,0.6100103259086609,0.7109885215759277,1.0
84,0.5731580853462219,0.6500670313835144,1.0
85,0.7558445334434509,0.4920697510242462,1.0
86,0.7059704065322876,0.5580034255981445,1.0
87,0.6961603164672852,0.48538532853126526,1.0
88,0.8073112964630127,0.5525639057159424,1.0
89,0.6293977499008179,0.6451053619384766,1.0
90,0.5553150177001953,0.7126993536949158,1.0
91,0.6350786685943604,0.5479055643081665,1.0
92,0.6762393712997437,0.5167299509048462,1.0
93,0.5935457348823547,0.5752915143966675,1.0
94,0.5440239310264587,0.7266637682914734,1.0
