]0;IPython: disease_forecasting/scriptsData Loaded :  4.533764123916626
Train = 305, Val = 77
Datagens Loaded :  5.340576171875e-05
Training ...
Loss at epoch 21201 = 1.124446153640747, T = 3
Loss at epoch 21301 = 0.9810047745704651, T = 3
Loss at epoch 21401 = 1.1211822032928467, T = 3
Loss at epoch 21501 = 1.1872358322143555, T = 3
Loss at epoch 21601 = 1.050319790840149, T = 3
Loss at epoch 21701 = 1.1640188694000244, T = 3
Loss at epoch 21801 = 1.1267417669296265, T = 3
Loss at epoch 21901 = 0.9542973637580872, T = 3
Loss at epoch 22001 = 1.0082638263702393, T = 3
Loss at epoch 22101 = 1.1203134059906006, T = 3
Loss at epoch 22201 = 1.08050537109375, T = 3
Loss at epoch 22301 = 1.0632420778274536, T = 3
Loss at epoch 22401 = 1.0482083559036255, T = 3
Loss at epoch 22501 = 1.0995842218399048, T = 3
Loss at epoch 22601 = 1.0294382572174072, T = 3
Loss at epoch 22701 = 0.9894436597824097, T = 3
Loss at epoch 22801 = 0.9055166840553284, T = 3
Loss at epoch 22901 = 0.9918085932731628, T = 3
Loss at epoch 23001 = 0.9599867463111877, T = 3
Loss at epoch 23101 = 1.104282259941101, T = 3
Loss at epoch 23201 = 1.1683918237686157, T = 3
Loss at epoch 23301 = 1.030479073524475, T = 3
Loss at epoch 23401 = 0.9690765142440796, T = 3
Loss at epoch 23501 = 1.1296130418777466, T = 3
Loss at epoch 23601 = 1.0082650184631348, T = 3
Loss at epoch 23701 = 1.1288968324661255, T = 3
Loss at epoch 23801 = 0.9067840576171875, T = 3
Loss at epoch 23901 = 1.0356853008270264, T = 3
Loss at epoch 24001 = 1.102087140083313, T = 3
Loss at epoch 24101 = 1.0111716985702515, T = 3
Loss at epoch 24201 = 1.0067436695098877, T = 3
Loss at epoch 24301 = 1.107346534729004, T = 3
Loss at epoch 24401 = 0.9952396750450134, T = 3
Loss at epoch 24501 = 0.9721246957778931, T = 3
Loss at epoch 24601 = 1.0453599691390991, T = 3
Loss at epoch 24701 = 1.0660666227340698, T = 3
Loss at epoch 24801 = 1.0156463384628296, T = 3
Loss at epoch 24901 = 1.008046269416809, T = 3
Loss at epoch 25001 = 1.0817625522613525, T = 3
Loss at epoch 25101 = 1.134730577468872, T = 3
Loss at epoch 25201 = 0.9703805446624756, T = 3
Loss at epoch 25301 = 1.0882405042648315, T = 3
Loss at epoch 25401 = 0.9577597975730896, T = 3
Loss at epoch 25501 = 1.1492139101028442, T = 3
Loss at epoch 25601 = 0.9586399793624878, T = 3
Loss at epoch 25701 = 1.0492390394210815, T = 3
Loss at epoch 25801 = 1.0640522241592407, T = 3
Loss at epoch 25901 = 0.9746357202529907, T = 3
Loss at epoch 26001 = 0.9817051291465759, T = 3
Loss at epoch 26101 = 1.0404056310653687, T = 3
Loss at epoch 26201 = 0.9386721849441528, T = 3
Loss at epoch 26301 = 0.9831143021583557, T = 3
Loss at epoch 26401 = 1.1018105745315552, T = 3
Loss at epoch 26501 = 1.0296436548233032, T = 3
Loss at epoch 26601 = 1.1409615278244019, T = 3
Loss at epoch 26701 = 1.1307963132858276, T = 3
Loss at epoch 26801 = 0.9258439540863037, T = 3
Loss at epoch 26901 = 1.0956696271896362, T = 3
Loss at epoch 27001 = 0.9970099925994873, T = 3
Loss at epoch 27101 = 1.1409960985183716, T = 3
Loss at epoch 27201 = 0.9282803535461426, T = 3
Loss at epoch 27301 = 0.9780632257461548, T = 3
Loss at epoch 27401 = 1.0889078378677368, T = 3
Loss at epoch 27501 = 1.0528863668441772, T = 3
Loss at epoch 27601 = 1.1152156591415405, T = 3
Loss at epoch 27701 = 1.0215647220611572, T = 3
Loss at epoch 27801 = 0.8854660391807556, T = 3
Loss at epoch 27901 = 1.004414677619934, T = 3
Loss at epoch 28001 = 0.9405043721199036, T = 3
Loss at epoch 28101 = 1.0515060424804688, T = 3
Loss at epoch 28201 = 0.9921049475669861, T = 3
Loss at epoch 28301 = 1.0435209274291992, T = 3
Loss at epoch 28401 = 1.1395375728607178, T = 3
Loss at epoch 28501 = 1.0052034854888916, T = 3
Loss at epoch 28601 = 0.8714748024940491, T = 3
Loss at epoch 28701 = 1.044935941696167, T = 3
Loss at epoch 28801 = 1.0481407642364502, T = 3
Loss at epoch 28901 = 0.998284101486206, T = 3
Loss at epoch 29001 = 1.0753840208053589, T = 3
Loss at epoch 29101 = 1.0576496124267578, T = 3
Loss at epoch 29201 = 1.0929491519927979, T = 3
Loss at epoch 29301 = 1.0913234949111938, T = 3
Loss at epoch 29401 = 0.9998137950897217, T = 3
Loss at epoch 29501 = 1.0724903345108032, T = 3
Loss at epoch 29601 = 1.102073311805725, T = 3
Loss at epoch 29701 = 1.0089833736419678, T = 3
Loss at epoch 29801 = 0.9512854814529419, T = 3
Loss at epoch 29901 = 1.019425868988037, T = 3
Loss at epoch 30001 = 1.086599588394165, T = 3
Loss at epoch 30101 = 0.9979619979858398, T = 3
Loss at epoch 30201 = 1.1064274311065674, T = 3
Loss at epoch 30301 = 1.0435389280319214, T = 3
Loss at epoch 30401 = 1.1051592826843262, T = 3
Loss at epoch 30501 = 1.0504909753799438, T = 3
Loss at epoch 30601 = 0.9980617165565491, T = 3
Loss at epoch 30701 = 1.0055112838745117, T = 3
Loss at epoch 30801 = 0.9811979532241821, T = 3
Loss at epoch 30901 = 1.1874459981918335, T = 3
Loss at epoch 31001 = 1.0860586166381836, T = 3
Loss at epoch 31101 = 1.017174243927002, T = 3
Loss at epoch 31201 = 1.1469537019729614, T = 3
Loss at epoch 31301 = 0.9121564626693726, T = 3
Loss at epoch 31401 = 1.0189087390899658, T = 3
Loss at epoch 31501 = 0.941358745098114, T = 3
Loss at epoch 31601 = 1.0322803258895874, T = 3
Loss at epoch 31701 = 1.1205732822418213, T = 3
Loss at epoch 31801 = 0.97032630443573, T = 3
Loss at epoch 31901 = 0.9568027257919312, T = 3
Loss at epoch 32001 = 1.0061278343200684, T = 3
Loss at epoch 32101 = 0.9874072074890137, T = 3
Loss at epoch 32201 = 1.002036690711975, T = 3
Loss at epoch 32301 = 0.9625065326690674, T = 3
Loss at epoch 32401 = 1.110987663269043, T = 3
Loss at epoch 32501 = 1.0550835132598877, T = 3
Loss at epoch 32601 = 1.021454095840454, T = 3
Loss at epoch 32701 = 1.0566833019256592, T = 3
Loss at epoch 32801 = 1.0610116720199585, T = 3
Loss at epoch 32901 = 1.1403894424438477, T = 3
Loss at epoch 33001 = 1.0995407104492188, T = 3
Loss at epoch 33101 = 1.031754493713379, T = 3
Loss at epoch 33201 = 1.0180433988571167, T = 3
Loss at epoch 33301 = 1.0565658807754517, T = 3
Loss at epoch 33401 = 0.9884259700775146, T = 3
Loss at epoch 33501 = 1.1044563055038452, T = 3
Loss at epoch 33601 = 1.1464478969573975, T = 3
Loss at epoch 33701 = 1.0749938488006592, T = 3
Loss at epoch 33801 = 1.0124562978744507, T = 3
Loss at epoch 33901 = 1.1246918439865112, T = 3
Loss at epoch 34001 = 0.9641988277435303, T = 3
Loss at epoch 34101 = 1.05649733543396, T = 3
Loss at epoch 34201 = 1.0848568677902222, T = 3
Loss at epoch 34301 = 0.9865946173667908, T = 3
Loss at epoch 34401 = 1.0873363018035889, T = 3
Loss at epoch 34501 = 1.1340495347976685, T = 3
Loss at epoch 34601 = 1.0686317682266235, T = 3
Loss at epoch 34701 = 1.082949161529541, T = 3
Loss at epoch 34801 = 1.1519042253494263, T = 3
Loss at epoch 34901 = 1.0423859357833862, T = 3
Loss at epoch 35001 = 0.9940448999404907, T = 3
Loss at epoch 35101 = 1.016789436340332, T = 3
Loss at epoch 35201 = 1.1494522094726562, T = 3
Loss at epoch 35301 = 1.0006917715072632, T = 3
Loss at epoch 35401 = 1.0214263200759888, T = 3
Loss at epoch 35501 = 0.963848888874054, T = 3
Loss at epoch 35601 = 1.040793776512146, T = 3
Loss at epoch 35701 = 1.020132064819336, T = 3
Loss at epoch 35801 = 1.0985461473464966, T = 3
Loss at epoch 35901 = 1.0930060148239136, T = 3
Loss at epoch 36001 = 1.015924334526062, T = 3
Loss at epoch 36101 = 0.9773800373077393, T = 3
Loss at epoch 36201 = 0.9240887761116028, T = 3
Loss at epoch 36301 = 1.0299897193908691, T = 3
Loss at epoch 36401 = 0.9568676948547363, T = 3
Loss at epoch 36501 = 1.024164080619812, T = 3
Loss at epoch 36601 = 0.9809756278991699, T = 3
Loss at epoch 36701 = 0.9882036447525024, T = 3
Loss at epoch 36801 = 1.1385167837142944, T = 3
Loss at epoch 36901 = 0.979762613773346, T = 3
Loss at epoch 37001 = 1.018547534942627, T = 3
Loss at epoch 37101 = 1.0067683458328247, T = 3
Loss at epoch 37201 = 0.9433903694152832, T = 3
Loss at epoch 37301 = 1.1025066375732422, T = 3
Loss at epoch 37401 = 0.9959821105003357, T = 3
Loss at epoch 37501 = 1.1891202926635742, T = 3
Loss at epoch 37601 = 0.9632862210273743, T = 3
Loss at epoch 37701 = 1.1753417253494263, T = 3
Loss at epoch 37801 = 0.9761878252029419, T = 3
Loss at epoch 37901 = 1.1605437994003296, T = 3
Loss at epoch 38001 = 1.1621698141098022, T = 3
Loss at epoch 38101 = 1.00052809715271, T = 3
Loss at epoch 38201 = 1.1322393417358398, T = 3
Loss at epoch 38301 = 1.0042005777359009, T = 3
Loss at epoch 38401 = 1.0821683406829834, T = 3
Loss at epoch 38501 = 1.0249054431915283, T = 3
Loss at epoch 38601 = 0.9959725737571716, T = 3
Loss at epoch 38701 = 1.0724568367004395, T = 3
Loss at epoch 38801 = 1.0464599132537842, T = 3
Loss at epoch 38901 = 1.0724226236343384, T = 3
Loss at epoch 39001 = 0.9365514516830444, T = 3
Loss at epoch 39101 = 1.0242689847946167, T = 3
Loss at epoch 39201 = 0.9643635153770447, T = 3
Loss at epoch 39301 = 1.0620545148849487, T = 3
Loss at epoch 39401 = 0.9535410404205322, T = 3
Loss at epoch 39501 = 0.9904058575630188, T = 3
Loss at epoch 39601 = 1.0129283666610718, T = 3
Loss at epoch 39701 = 1.028348445892334, T = 3
Loss at epoch 39801 = 1.0337355136871338, T = 3
Loss at epoch 39901 = 1.1285693645477295, T = 3
Loss at epoch 40001 = 0.9971993565559387, T = 3
Loss at epoch 40101 = 1.077904462814331, T = 3
Loss at epoch 40201 = 1.00334632396698, T = 3
Loss at epoch 40301 = 0.9635291695594788, T = 3
Loss at epoch 40401 = 1.1596076488494873, T = 3
Loss at epoch 40501 = 0.9076079726219177, T = 3
Loss at epoch 40601 = 1.1137738227844238, T = 3
Loss at epoch 40701 = 1.0358967781066895, T = 3
Loss at epoch 40801 = 1.1172162294387817, T = 3
Loss at epoch 40901 = 1.0382039546966553, T = 3
Loss at epoch 41001 = 1.0235257148742676, T = 3
Loss at epoch 41101 = 0.9725008606910706, T = 3
Loss at epoch 41201 = 1.130405068397522, T = 3
Loss at epoch 41301 = 1.0082710981369019, T = 3
Loss at epoch 41401 = 1.0253907442092896, T = 3
Loss at epoch 41501 = 1.0936437845230103, T = 3
Loss at epoch 41601 = 1.08462393283844, T = 3
Loss at epoch 41701 = 1.2439932823181152, T = 3
Loss at epoch 41801 = 1.0053821802139282, T = 3
Loss at epoch 41901 = 1.0660367012023926, T = 3
Loss at epoch 42001 = 1.0037297010421753, T = 3
Loss at epoch 42101 = 1.0517281293869019, T = 3
Loss at epoch 42201 = 0.9147900342941284, T = 3
Loss at epoch 42301 = 1.0315821170806885, T = 3
Loss at epoch 42401 = 1.1195244789123535, T = 3
Loss at epoch 42501 = 0.9182634949684143, T = 3
Loss at epoch 42601 = 0.8768175840377808, T = 3
Loss at epoch 42701 = 0.9566889405250549, T = 3
Loss at epoch 42801 = 1.0064959526062012, T = 3
Loss at epoch 42901 = 1.068360686302185, T = 3
Loss at epoch 43001 = 1.0993499755859375, T = 3
Loss at epoch 43101 = 1.0920336246490479, T = 3
Loss at epoch 43201 = 0.8939172029495239, T = 3
Loss at epoch 43301 = 0.9430235028266907, T = 3
Loss at epoch 43401 = 1.0052858591079712, T = 3
Loss at epoch 43501 = 0.983049213886261, T = 3
Loss at epoch 43601 = 1.0793813467025757, T = 3
Loss at epoch 43701 = 0.9321284294128418, T = 3
Loss at epoch 43801 = 0.9648817181587219, T = 3
Loss at epoch 43901 = 1.0121960639953613, T = 3
Loss at epoch 44001 = 0.9908627271652222, T = 3
Loss at epoch 44101 = 1.1775892972946167, T = 3
Loss at epoch 44201 = 1.0181634426116943, T = 3
Loss at epoch 44301 = 1.1816915273666382, T = 3
Loss at epoch 44401 = 1.0925209522247314, T = 3
Loss at epoch 44501 = 1.1258054971694946, T = 3
Loss at epoch 44601 = 0.988050103187561, T = 3
Loss at epoch 44701 = 1.0219151973724365, T = 3
Loss at epoch 44801 = 0.9731641411781311, T = 3
Loss at epoch 44901 = 0.9529528021812439, T = 3
Loss at epoch 45001 = 1.0259344577789307, T = 3
Loss at epoch 45101 = 0.8970316052436829, T = 3
Loss at epoch 45201 = 0.991996705532074, T = 3
Loss at epoch 45301 = 0.9947488307952881, T = 3
Loss at epoch 45401 = 1.0552911758422852, T = 3
Loss at epoch 45501 = 0.9696195125579834, T = 3
Loss at epoch 45601 = 1.0693250894546509, T = 3
Loss at epoch 45701 = 1.0230199098587036, T = 3
Loss at epoch 45801 = 0.9826598167419434, T = 3
Loss at epoch 45901 = 0.9606721997261047, T = 3
Loss at epoch 46001 = 1.05621337890625, T = 3
Loss at epoch 46101 = 0.9631127119064331, T = 3
Loss at epoch 46201 = 1.0514426231384277, T = 3
Loss at epoch 46301 = 0.9068464636802673, T = 3
Loss at epoch 46401 = 1.0546616315841675, T = 3
Loss at epoch 46501 = 1.1162259578704834, T = 3
Loss at epoch 46601 = 1.1406900882720947, T = 3
Loss at epoch 46701 = 1.097773790359497, T = 3
Loss at epoch 46801 = 0.9409719109535217, T = 3
Loss at epoch 46901 = 1.0414695739746094, T = 3
Loss at epoch 47001 = 0.9991902112960815, T = 3
Loss at epoch 47101 = 1.039747714996338, T = 3
Loss at epoch 47201 = 1.0626519918441772, T = 3
Loss at epoch 47301 = 1.0542514324188232, T = 3
Loss at epoch 47401 = 1.0101889371871948, T = 3
Loss at epoch 47501 = 1.0705262422561646, T = 3
Loss at epoch 47601 = 0.9718616604804993, T = 3
Loss at epoch 47701 = 0.8821842670440674, T = 3
Loss at epoch 47801 = 1.0863984823226929, T = 3
Loss at epoch 47901 = 1.0178930759429932, T = 3
Loss at epoch 48001 = 0.9660187363624573, T = 3
Loss at epoch 48101 = 1.0699251890182495, T = 3
Loss at epoch 48201 = 0.9702258110046387, T = 3
Loss at epoch 48301 = 0.914014995098114, T = 3
Loss at epoch 48401 = 1.0429085493087769, T = 3
Loss at epoch 48501 = 1.0867900848388672, T = 3
Loss at epoch 48601 = 1.1110705137252808, T = 3
Loss at epoch 48701 = 1.0825543403625488, T = 3
Loss at epoch 48801 = 1.028342843055725, T = 3
Loss at epoch 48901 = 1.0464130640029907, T = 3
Loss at epoch 49001 = 0.9315563440322876, T = 3
Loss at epoch 49101 = 1.0781210660934448, T = 3
Loss at epoch 49201 = 0.9035398364067078, T = 3
Loss at epoch 49301 = 1.0505653619766235, T = 3
Loss at epoch 49401 = 1.0586068630218506, T = 3
Loss at epoch 49501 = 0.973138153553009, T = 3
Loss at epoch 49601 = 1.069826602935791, T = 3
Loss at epoch 49701 = 1.050178050994873, T = 3
Loss at epoch 49801 = 1.0408605337142944, T = 3
Loss at epoch 49901 = 1.0242974758148193, T = 3
Train data : 
Val data : 
