]0;IPython: disease_forecasting/scriptsData Loaded :  2.9636220932006836
Train = 305, Val = 77
Datagens Loaded :  6.651878356933594e-05
Training ...
Loss at epoch 1 = 1.0970637798309326, T = 3
Loss at epoch 101 = 1.2133711576461792, T = 3
Loss at epoch 201 = 1.0820605754852295, T = 3
Loss at epoch 301 = 1.0773046016693115, T = 3
Loss at epoch 401 = 1.119318962097168, T = 3
Loss at epoch 501 = 1.1611915826797485, T = 3
Loss at epoch 601 = 1.0091696977615356, T = 3
Loss at epoch 701 = 1.0712641477584839, T = 3
Loss at epoch 801 = 1.0087089538574219, T = 3
Loss at epoch 901 = 1.0213454961776733, T = 3
Loss at epoch 1001 = 1.0997285842895508, T = 3
Loss at epoch 1101 = 1.0290988683700562, T = 3
Loss at epoch 1201 = 1.074823021888733, T = 3
Loss at epoch 1301 = 1.0368244647979736, T = 3
Loss at epoch 1401 = 1.108425259590149, T = 3
Loss at epoch 1501 = 1.0067784786224365, T = 3
Loss at epoch 1601 = 1.0342881679534912, T = 3
Loss at epoch 1701 = 1.0140631198883057, T = 3
Loss at epoch 1801 = 1.0873229503631592, T = 3
Loss at epoch 1901 = 1.1336157321929932, T = 3
Loss at epoch 2001 = 1.0634742975234985, T = 3
Loss at epoch 2101 = 1.1198171377182007, T = 3
Loss at epoch 2201 = 1.0431127548217773, T = 3
Loss at epoch 2301 = 1.0301971435546875, T = 3
Loss at epoch 2401 = 1.0934522151947021, T = 3
Loss at epoch 2501 = 1.0999476909637451, T = 3
Loss at epoch 2601 = 1.139085054397583, T = 3
Loss at epoch 2701 = 1.1294538974761963, T = 3
Loss at epoch 2801 = 1.0880374908447266, T = 3
Loss at epoch 2901 = 1.0228660106658936, T = 3
Loss at epoch 3001 = 1.0563633441925049, T = 3
Loss at epoch 3101 = 1.0601391792297363, T = 3
Loss at epoch 3201 = 1.074182152748108, T = 3
Loss at epoch 3301 = 1.0998101234436035, T = 3
Loss at epoch 3401 = 1.0698126554489136, T = 3
Loss at epoch 3501 = 1.1131951808929443, T = 3
Loss at epoch 3601 = 1.0728074312210083, T = 3
Loss at epoch 3701 = 0.9896036386489868, T = 3
Loss at epoch 3801 = 1.030071496963501, T = 3
Loss at epoch 3901 = 1.0159459114074707, T = 3
Loss at epoch 4001 = 1.0273197889328003, T = 3
Loss at epoch 4101 = 0.9825678467750549, T = 3
Loss at epoch 4201 = 1.1501595973968506, T = 3
Loss at epoch 4301 = 1.105530858039856, T = 3
Loss at epoch 4401 = 1.06510591506958, T = 3
Loss at epoch 4501 = 0.961524248123169, T = 3
Loss at epoch 4601 = 1.0412092208862305, T = 3
Loss at epoch 4701 = 1.0765352249145508, T = 3
Loss at epoch 4801 = 1.0165218114852905, T = 3
Loss at epoch 4901 = 1.1028151512145996, T = 3
Loss at epoch 5001 = 1.0517866611480713, T = 3
Loss at epoch 5101 = 1.0338305234909058, T = 3
Loss at epoch 5201 = 1.0634514093399048, T = 3
Loss at epoch 5301 = 1.036423683166504, T = 3
Loss at epoch 5401 = 1.1026177406311035, T = 3
Loss at epoch 5501 = 0.8867435455322266, T = 3
Loss at epoch 5601 = 0.9585747718811035, T = 3
Loss at epoch 5701 = 1.0987173318862915, T = 3
Loss at epoch 5801 = 1.0210498571395874, T = 3
Loss at epoch 5901 = 1.1011862754821777, T = 3
Loss at epoch 6001 = 0.9198564887046814, T = 3
Loss at epoch 6101 = 1.0740514993667603, T = 3
Loss at epoch 6201 = 1.0710238218307495, T = 3
Loss at epoch 6301 = 0.9993003606796265, T = 3
Loss at epoch 6401 = 1.1143163442611694, T = 3
Loss at epoch 6501 = 0.9982447028160095, T = 3
Loss at epoch 6601 = 1.0154049396514893, T = 3
Loss at epoch 6701 = 1.0538723468780518, T = 3
Loss at epoch 6801 = 0.9717391729354858, T = 3
Loss at epoch 6901 = 1.1755127906799316, T = 3
Loss at epoch 7001 = 0.9653480648994446, T = 3
Loss at epoch 7101 = 0.9721696972846985, T = 3
Loss at epoch 7201 = 1.0649391412734985, T = 3
Loss at epoch 7301 = 1.0826151371002197, T = 3
Loss at epoch 7401 = 1.0859214067459106, T = 3
Loss at epoch 7501 = 1.012059211730957, T = 3
Loss at epoch 7601 = 1.0936352014541626, T = 3
Loss at epoch 7701 = 1.0960503816604614, T = 3
Loss at epoch 7801 = 0.9560142159461975, T = 3
Loss at epoch 7901 = 1.0674850940704346, T = 3
Loss at epoch 8001 = 1.01889967918396, T = 3
Loss at epoch 8101 = 0.9990592002868652, T = 3
Loss at epoch 8201 = 1.0530071258544922, T = 3
Loss at epoch 8301 = 0.9932020902633667, T = 3
Loss at epoch 8401 = 1.0917097330093384, T = 3
Loss at epoch 8501 = 1.0746997594833374, T = 3
Loss at epoch 8601 = 1.1693371534347534, T = 3
Loss at epoch 8701 = 1.046972393989563, T = 3
Loss at epoch 8801 = 1.0576497316360474, T = 3
Loss at epoch 8901 = 0.9966964721679688, T = 3
Loss at epoch 9001 = 0.9972007870674133, T = 3
Loss at epoch 9101 = 1.078826904296875, T = 3
Loss at epoch 9201 = 1.1273524761199951, T = 3
Loss at epoch 9301 = 0.9928088188171387, T = 3
Loss at epoch 9401 = 1.0423253774642944, T = 3
Loss at epoch 9501 = 1.0755515098571777, T = 3
Loss at epoch 9601 = 1.063378930091858, T = 3
Loss at epoch 9701 = 1.041176199913025, T = 3
Loss at epoch 9801 = 1.0668340921401978, T = 3
Loss at epoch 9901 = 1.0422956943511963, T = 3
Loss at epoch 10001 = 1.1714704036712646, T = 3
Loss at epoch 10101 = 1.0954910516738892, T = 3
Loss at epoch 10201 = 1.0168161392211914, T = 3
Loss at epoch 10301 = 1.1014084815979004, T = 3
Loss at epoch 10401 = 1.0725053548812866, T = 3
Loss at epoch 10501 = 0.9799739718437195, T = 3
Loss at epoch 10601 = 1.0434659719467163, T = 3
Loss at epoch 10701 = 1.0707439184188843, T = 3
Loss at epoch 10801 = 1.0063985586166382, T = 3
Loss at epoch 10901 = 0.9372799396514893, T = 3
Loss at epoch 11001 = 1.0272959470748901, T = 3
Loss at epoch 11101 = 0.9942699670791626, T = 3
Loss at epoch 11201 = 1.1079390048980713, T = 3
Loss at epoch 11301 = 1.1334270238876343, T = 3
Loss at epoch 11401 = 1.005385160446167, T = 3
Loss at epoch 11501 = 1.0398679971694946, T = 3
Loss at epoch 11601 = 1.0089142322540283, T = 3
Loss at epoch 11701 = 0.9902455806732178, T = 3
Loss at epoch 11801 = 1.0785430669784546, T = 3
Loss at epoch 11901 = 1.0409797430038452, T = 3
Loss at epoch 12001 = 1.0034571886062622, T = 3
Loss at epoch 12101 = 1.1810728311538696, T = 3
Loss at epoch 12201 = 1.0621718168258667, T = 3
Loss at epoch 12301 = 1.200071930885315, T = 3
Loss at epoch 12401 = 1.0521302223205566, T = 3
Loss at epoch 12501 = 1.0486419200897217, T = 3
Loss at epoch 12601 = 0.9880118370056152, T = 3
Loss at epoch 12701 = 1.0721052885055542, T = 3
Loss at epoch 12801 = 1.069851040840149, T = 3
Loss at epoch 12901 = 0.9428385496139526, T = 3
Loss at epoch 13001 = 0.9779490232467651, T = 3
Loss at epoch 13101 = 1.0338046550750732, T = 3
Loss at epoch 13201 = 1.0949671268463135, T = 3
Loss at epoch 13301 = 1.0289092063903809, T = 3
