]0;IPython: disease_forecasting/scriptsData Loaded :  0.26202821731567383
Train = 305, Val = 77
Datagens Loaded :  4.172325134277344e-05
Training ...
Loss at epoch 1 = 1.1810115575790405
Loss at epoch 51 = 1.080676794052124
Loss at epoch 101 = 1.1834126710891724
Loss at epoch 151 = 1.0256133079528809
Loss at epoch 201 = 1.070185661315918
Loss at epoch 251 = 1.02040696144104
Loss at epoch 301 = 1.0713531970977783
Loss at epoch 351 = 1.1891148090362549
Loss at epoch 401 = 1.1233071088790894
Loss at epoch 451 = 1.083247184753418
Loss at epoch 501 = 1.1201032400131226
Loss at epoch 551 = 1.0270220041275024
Loss at epoch 601 = 1.092218279838562
Loss at epoch 651 = 1.1485592126846313
Loss at epoch 701 = 0.9865716695785522
Loss at epoch 751 = 1.1186548471450806
Loss at epoch 801 = 0.9929841160774231
Loss at epoch 851 = 1.1831715106964111
Loss at epoch 901 = 1.0469563007354736
Loss at epoch 951 = 1.1377849578857422
Loss at epoch 1001 = 1.056041955947876
Loss at epoch 1051 = 1.0658475160598755
Loss at epoch 1101 = 1.0615252256393433
Loss at epoch 1151 = 1.0575870275497437
Loss at epoch 1201 = 1.0150697231292725
Loss at epoch 1251 = 0.9961014986038208
Loss at epoch 1301 = 1.0365231037139893
Loss at epoch 1351 = 1.0208730697631836
Loss at epoch 1401 = 1.1098523139953613
Loss at epoch 1451 = 0.9748001098632812
Loss at epoch 1501 = 1.0433542728424072
Loss at epoch 1551 = 1.0476791858673096
Loss at epoch 1601 = 1.0076632499694824
Loss at epoch 1651 = 1.0688726902008057
Loss at epoch 1701 = 1.117592453956604
Loss at epoch 1751 = 1.1102192401885986
Loss at epoch 1801 = 1.116619348526001
Loss at epoch 1851 = 1.0729972124099731
Loss at epoch 1901 = 1.0718520879745483
Loss at epoch 1951 = 1.1648920774459839
Loss at epoch 2001 = 1.043007254600525
Loss at epoch 2051 = 1.016893744468689
Loss at epoch 2101 = 1.0467644929885864
Loss at epoch 2151 = 1.0746991634368896
Loss at epoch 2201 = 1.1693284511566162
Loss at epoch 2251 = 1.0827562808990479
Loss at epoch 2301 = 1.0608628988265991
Loss at epoch 2351 = 1.0813767910003662
Loss at epoch 2401 = 1.034636378288269
Loss at epoch 2451 = 1.1604970693588257
Loss at epoch 2501 = 1.062804937362671
Loss at epoch 2551 = 1.0734946727752686
Loss at epoch 2601 = 1.0377604961395264
Loss at epoch 2651 = 1.0216436386108398
Loss at epoch 2701 = 1.115719199180603
Loss at epoch 2751 = 1.0406837463378906
Loss at epoch 2801 = 1.0936774015426636
Loss at epoch 2851 = 0.9773681163787842
Loss at epoch 2901 = 1.0060535669326782
Loss at epoch 2951 = 1.1524219512939453
